system:index,actual_yield_baseline,county,elevation,et_mean,evi,gdd_total,latitude,longitude,ndvi,precip_total,soil,year,yield_value,.geo
39,3.9032692909240723,Nakuru,2272.0,21.643478393554688,0.2994040846824646,945.5843505859375,-0.8275800641884214,36.50293624901321,0.48592570424079895,1194.972900390625,4.0,2024,3.9032692909240723,"{""type"":""Point"",""coordinates"":[36.50293624901321,-0.8275800641884214]}"
43,3.0782735347747803,Nakuru,2384.0,23.173913955688477,0.3220875561237335,1078.94775390625,-0.5716109314603575,36.05965795802736,0.5288878679275513,874.90576171875,4.0,2024,3.0782735347747803,"{""type"":""Point"",""coordinates"":[36.05965795802736,-0.5716109314603575]}"
46,4.4402546882629395,Nakuru,2551.0,23.447826385498047,0.4120989441871643,891.9224243164062,-0.5583946961466221,35.67773702903244,0.6184722781181335,957.4605102539062,4.0,2024,4.4402546882629395,"{""type"":""Point"",""coordinates"":[35.67773702903244,-0.5583946961466221]}"
50,6.124892711639404,Nakuru,2604.0,20.1130428314209,0.3221376836299896,923.3309936523438,-0.2056906049264076,35.68164513954415,0.4485427141189575,1002.68896484375,4.0,2024,6.124892711639404,"{""type"":""Point"",""coordinates"":[35.68164513954415,-0.2056906049264076]}"
56,6.612863063812256,Nakuru,2639.0,22.19130516052246,0.3806912899017334,893.533935546875,-0.33314949755724044,35.57950424574964,0.4668290615081787,1015.4908447265625,4.0,2024,6.612863063812256,"{""type"":""Point"",""coordinates"":[35.57950424574964,-0.33314949755724044]}"
59,3.8265557289123535,Nakuru,2117.0,22.18695640563965,0.31596478819847107,1109.161865234375,-0.8867552623964206,36.50494259268819,0.4784581959247589,1136.390625,4.0,2024,3.8265557289123535,"{""type"":""Point"",""coordinates"":[36.50494259268819,-0.8867552623964206]}"
66,6.23032283782959,Nakuru,2051.0,20.65652084350586,0.37049156427383423,1489.7117919921875,-0.3490563654744363,35.989642247177464,0.5756760835647583,949.3353881835938,1.0,2024,6.23032283782959,"{""type"":""Point"",""coordinates"":[35.989642247177464,-0.3490563654744363]}"
71,2.6560373306274414,Nakuru,2553.0,22.330434799194336,0.4346132278442383,945.5843505859375,-0.8433085425235406,36.54614122406477,0.6316478252410889,1194.972900390625,4.0,2024,2.6560373306274414,"{""type"":""Point"",""coordinates"":[36.54614122406477,-0.8433085425235406]}"
73,5.290987968444824,Nakuru,2702.0,21.026086807250977,-1.4209285974502563,758.80322265625,-0.3155826991197381,35.691998811733306,0.5339371562004089,1003.6137084960938,4.0,2024,5.290987968444824,"{""type"":""Point"",""coordinates"":[35.691998811733306,-0.3155826991197381]}"
84,3.526294469833374,Nakuru,2323.0,21.673913955688477,0.32980266213417053,1171.51220703125,-0.5775964724190703,36.44524830997653,0.5239306092262268,852.4989624023438,4.0,2024,3.526294469833374,"{""type"":""Point"",""coordinates"":[36.44524830997653,-0.5775964724190703]}"
92,6.615550994873047,Nakuru,2465.0,19.65217399597168,0.2538517415523529,758.80322265625,-0.26553281873258,35.74544557736297,0.42805731296539307,1132.0721435546875,4.0,2024,6.615550994873047,"{""type"":""Point"",""coordinates"":[35.74544557736297,-0.26553281873258]}"
98,3.466489553451538,Nakuru,1705.0,20.765216827392578,0.3285678029060364,1385.095458984375,-1.019978454056024,36.50578876387744,0.4756340980529785,929.6365356445312,4.0,2024,3.466489553451538,"{""type"":""Point"",""coordinates"":[36.50578876387744,-1.019978454056024]}"
102,4.153814792633057,Nakuru,1822.0,20.369565963745117,0.2568511366844177,1484.5091552734375,-0.4994550116140681,36.09311762810642,0.39494970440864563,764.689208984375,1.0,2024,4.153814792633057,"{""type"":""Point"",""coordinates"":[36.09311762810642,-0.4994550116140681]}"
105,3.110032558441162,Nakuru,2409.0,23.082609176635742,0.35223066806793213,1078.94775390625,-0.5684579621649001,36.05495676840422,0.5492541193962097,874.90576171875,4.0,2024,3.110032558441162,"{""type"":""Point"",""coordinates"":[36.05495676840422,-0.5684579621649001]}"
134,5.305910110473633,Nakuru,2710.0,20.53913116455078,0.2949813902378082,893.533935546875,-0.3035172559035299,35.64734748595329,0.40689340233802795,952.67431640625,4.0,2024,5.305910110473633,"{""type"":""Point"",""coordinates"":[35.64734748595329,-0.3035172559035299]}"
140,6.685995101928711,Nakuru,2480.0,20.600000381469727,0.317035049200058,923.3309936523438,-0.1953931197599036,35.70546802917674,0.5189014673233032,1134.2620849609375,4.0,2024,6.685995101928711,"{""type"":""Point"",""coordinates"":[35.70546802917674,-0.1953931197599036]}"
141,6.468039512634277,Nakuru,2149.0,20.482608795166016,0.3058665096759796,1489.7117919921875,-0.34721351431704806,35.95833984342021,0.5209919810295105,949.3353881835938,4.0,2024,6.468039512634277,"{""type"":""Point"",""coordinates"":[35.95833984342021,-0.34721351431704806]}"
149,4.1606364250183105,Nakuru,1908.0,20.626087188720703,0.27842840552330017,1310.0338134765625,-0.6616941291775982,36.39526788803844,0.38171297311782837,681.583740234375,1.0,2024,4.1606364250183105,"{""type"":""Point"",""coordinates"":[36.39526788803844,-0.6616941291775982]}"
150,6.112140655517578,Nakuru,1978.0,20.1130428314209,0.2968115210533142,1308.805908203125,-0.5137403125872896,36.33743553547039,0.45281821489334106,595.9387817382812,4.0,2024,6.112140655517578,"{""type"":""Point"",""coordinates"":[36.33743553547039,-0.5137403125872896]}"
155,6.038269519805908,Nakuru,2561.0,23.521739959716797,0.4208731949329376,792.1693115234375,-0.45168585004300527,35.654819787007476,0.5170016288757324,1002.8358764648438,4.0,2024,6.038269519805908,"{""type"":""Point"",""coordinates"":[35.654819787007476,-0.45168585004300527]}"
157,6.271758556365967,Nakuru,1738.0,17.10869598388672,0.27030330896377563,1772.631103515625,-0.12196282864291755,35.97529408623915,0.39286360144615173,848.7538452148438,1.0,2024,6.271758556365967,"{""type"":""Point"",""coordinates"":[35.97529408623915,-0.12196282864291755]}"
172,3.3975462913513184,Nakuru,2561.0,22.913043975830078,0.3428824245929718,801.3780517578125,-0.5733117656536582,36.012075219400934,0.5727602243423462,956.3734130859375,4.0,2024,3.3975462913513184,"{""type"":""Point"",""coordinates"":[36.012075219400934,-0.5733117656536582]}"
179,4.702842712402344,Nakuru,1865.0,21.939130783081055,0.2612375319004059,1521.494384765625,-0.5332168803625235,36.18716319176874,0.43404367566108704,658.0870361328125,4.0,2024,4.702842712402344,"{""type"":""Point"",""coordinates"":[36.18716319176874,-0.5332168803625235]}"
183,4.834128379821777,Nakuru,2439.0,22.46086883544922,0.28548336029052734,922.11181640625,-0.3665292014305843,35.87907550755975,0.48264607787132263,1100.89599609375,4.0,2024,4.834128379821777,"{""type"":""Point"",""coordinates"":[35.87907550755975,-0.3665292014305843]}"
184,7.878373146057129,Nakuru,2531.0,23.404348373413086,0.39162594079971313,831.6529541015625,-0.4420066392799431,35.57596232969435,0.4868970811367035,892.9230346679688,4.0,2024,7.878373146057129,"{""type"":""Point"",""coordinates"":[35.57596232969435,-0.4420066392799431]}"
189,5.681861877441406,Nakuru,1658.0,17.30434799194336,0.31022918224334717,1523.544189453125,-0.08683979934464722,36.05792536481397,0.4769092798233032,789.4463500976562,1.0,2024,5.681861877441406,"{""type"":""Point"",""coordinates"":[36.05792536481397,-0.08683979934464722]}"
191,3.0718448162078857,Nakuru,2240.0,23.204347610473633,0.38525739312171936,1132.2017822265625,-0.8387873711914859,36.18661425359913,0.5770117044448853,1001.2666015625,4.0,2024,3.0718448162078857,"{""type"":""Point"",""coordinates"":[36.18661425359913,-0.8387873711914859]}"
194,3.972187042236328,Nakuru,2802.0,21.208696365356445,0.27079787850379944,600.9398193359375,-0.6836381918333061,35.9712890761446,0.46379899978637695,1057.2928466796875,4.0,2024,3.972187042236328,"{""type"":""Point"",""coordinates"":[35.9712890761446,-0.6836381918333061]}"
204,5.457324504852295,Nakuru,2708.0,20.299999237060547,0.3024941086769104,893.533935546875,-0.30811785405615416,35.62315495567657,0.39837923645973206,952.67431640625,4.0,2024,5.457324504852295,"{""type"":""Point"",""coordinates"":[35.62315495567657,-0.30811785405615416]}"
205,4.378269195556641,Nakuru,2366.0,24.547826766967773,0.32543617486953735,1301.215087890625,-0.4297216664223904,35.95419134495182,0.5038037896156311,965.82958984375,4.0,2024,4.378269195556641,"{""type"":""Point"",""coordinates"":[35.95419134495182,-0.4297216664223904]}"
212,4.787868976593018,Nakuru,1897.0,21.095651626586914,0.38398513197898865,1310.0338134765625,-0.7031525845522134,36.42324036050644,0.5090704560279846,806.1681518554688,4.0,2024,4.787868976593018,"{""type"":""Point"",""coordinates"":[36.42324036050644,-0.7031525845522134]}"
213,6.048038005828857,Nakuru,1844.0,19.76956558227539,0.3000018298625946,1523.544189453125,-0.1364695708997238,36.109263828686785,0.48021697998046875,929.5658569335938,1.0,2024,6.048038005828857,"{""type"":""Point"",""coordinates"":[36.109263828686785,-0.1364695708997238]}"
217,4.964666843414307,Nakuru,1583.0,15.908695220947266,0.17104697227478027,1915.0673828125,-0.004867163865655556,36.03013567652269,0.2959834933280945,755.9357299804688,4.0,2024,4.964666843414307,"{""type"":""Point"",""coordinates"":[36.03013567652269,-0.004867163865655556]}"
225,6.29095983505249,Nakuru,2624.0,20.143478393554688,0.1920972615480423,976.3455810546875,-0.14212766299487484,35.69529806242878,0.34018248319625854,1111.6175537109375,4.0,2024,6.29095983505249,"{""type"":""Point"",""coordinates"":[35.69529806242878,-0.14212766299487484]}"
227,5.0933637619018555,Nakuru,2255.0,21.495651245117188,0.34415194392204285,1293.6524658203125,-0.42439680824305076,36.34800208444804,0.5348114371299744,741.7913208007812,4.0,2024,5.0933637619018555,"{""type"":""Point"",""coordinates"":[36.34800208444804,-0.42439680824305076]}"
228,6.959469795227051,Nakuru,1810.0,19.19565200805664,0.3180796802043915,1611.68310546875,-0.14454342651526556,35.91784576759725,0.5183888673782349,822.0833129882812,1.0,2024,6.959469795227051,"{""type"":""Point"",""coordinates"":[35.91784576759725,-0.14454342651526556]}"
229,5.803287506103516,Nakuru,2321.0,29.291303634643555,0.37212759256362915,1194.8536376953125,-0.31818057665834837,35.863910372940616,0.5781372785568237,979.8775024414062,4.0,2024,5.803287506103516,"{""type"":""Point"",""coordinates"":[35.863910372940616,-0.31818057665834837]}"
231,5.179851531982422,Nakuru,2296.0,21.84347915649414,0.34068623185157776,922.11181640625,-0.39690906923296787,35.94173030945064,0.5427272915840149,1046.51220703125,4.0,2024,5.179851531982422,"{""type"":""Point"",""coordinates"":[35.94173030945064,-0.39690906923296787]}"
232,4.994470596313477,Nakuru,2492.0,22.15217399597168,0.26308315992355347,924.5313110351562,-0.32401355229470435,35.815804244111575,0.41333621740341187,1082.4827880859375,4.0,2024,4.994470596313477,"{""type"":""Point"",""coordinates"":[35.815804244111575,-0.32401355229470435]}"
243,5.606729984283447,Nakuru,2051.0,20.978260040283203,0.3778509497642517,1301.215087890625,-0.3732382667618853,35.998303975754794,0.5546348690986633,936.8294677734375,4.0,2024,5.606729984283447,"{""type"":""Point"",""coordinates"":[35.998303975754794,-0.3732382667618853]}"
245,5.734455585479736,Nakuru,2126.0,23.252174377441406,0.3335241675376892,925.9317626953125,-0.19267252966520992,36.17221630219423,0.49228435754776,1067.3253173828125,1.0,2024,5.734455585479736,"{""type"":""Point"",""coordinates"":[36.17221630219423,-0.19267252966520992]}"
247,7.238665580749512,Nakuru,1908.0,19.913043975830078,0.32544076442718506,1427.7750244140625,-0.1996136223390442,35.894298389400085,0.5269696712493896,873.606201171875,1.0,2024,7.238665580749512,"{""type"":""Point"",""coordinates"":[35.894298389400085,-0.1996136223390442]}"
253,5.098555088043213,Nakuru,2057.0,23.6130428314209,0.34802424907684326,1301.215087890625,-0.39248065230175705,36.005387099348624,0.5556982159614563,798.239501953125,1.0,2024,5.098555088043213,"{""type"":""Point"",""coordinates"":[36.005387099348624,-0.39248065230175705]}"
259,3.520265579223633,Nakuru,2848.0,21.504348754882812,0.3566392660140991,801.3780517578125,-0.6202404960354134,35.98673080102608,0.5553081631660461,1133.7716064453125,4.0,2024,3.520265579223633,"{""type"":""Point"",""coordinates"":[35.98673080102608,-0.6202404960354134]}"
260,3.0311784744262695,Nakuru,1888.0,22.18695640563965,0.36091530323028564,1385.095458984375,-0.9728230329357512,36.466465547325164,0.5481110215187073,805.7021484375,4.0,2024,3.0311784744262695,"{""type"":""Point"",""coordinates"":[36.466465547325164,-0.9728230329357512]}"
271,3.366501569747925,Nakuru,2558.0,22.100000381469727,0.46438390016555786,922.11181640625,-0.410262214038681,35.87370191968121,0.6670769453048706,1174.0662841796875,4.0,2024,3.366501569747925,"{""type"":""Point"",""coordinates"":[35.87370191968121,-0.410262214038681]}"
277,5.047685623168945,Nakuru,1759.0,22.30434799194336,0.38873380422592163,1523.544189453125,-0.05901306934825017,36.1378285866174,0.5837821364402771,875.034912109375,4.0,2024,5.047685623168945,"{""type"":""Point"",""coordinates"":[36.1378285866174,-0.05901306934825017]}"
281,3.353376626968384,Nakuru,2297.0,21.830434799194336,0.4344141483306885,945.5843505859375,-0.7543199279759429,36.51344698356975,0.6204530000686646,1115.2738037109375,4.0,2024,3.353376626968384,"{""type"":""Point"",""coordinates"":[36.51344698356975,-0.7543199279759429]}"
283,4.968587875366211,Nakuru,2087.0,21.126087188720703,0.21994982659816742,931.31884765625,-0.7477334873697549,36.472404214172855,0.2881258428096771,1042.134521484375,4.0,2024,4.968587875366211,"{""type"":""Point"",""coordinates"":[36.472404214172855,-0.7477334873697549]}"
287,6.238156318664551,Nakuru,2170.0,22.008695602416992,0.37618809938430786,1301.215087890625,-0.3594127883961251,35.95868824868868,0.5807055830955505,936.8294677734375,4.0,2024,6.238156318664551,"{""type"":""Point"",""coordinates"":[35.95868824868868,-0.3594127883961251]}"
288,4.868278980255127,Nakuru,1922.0,23.04347801208496,0.34198009967803955,1143.9588623046875,-0.3204082698420828,36.20577542760585,0.5205742716789246,914.1121215820312,1.0,2024,4.868278980255127,"{""type"":""Point"",""coordinates"":[36.20577542760585,-0.3204082698420828]}"
293,4.050856113433838,Nakuru,2475.0,21.39130401611328,0.3050563335418701,922.11181640625,-0.41506492953260565,35.91384862095508,0.5131093263626099,1089.995361328125,4.0,2024,4.050856113433838,"{""type"":""Point"",""coordinates"":[35.91384862095508,-0.41506492953260565]}"
297,4.531503677368164,Nakuru,2587.0,21.147825241088867,0.3214007019996643,924.5313110351562,-0.3328217063917616,35.80794587781863,0.5468583106994629,1082.4827880859375,4.0,2024,4.531503677368164,"{""type"":""Point"",""coordinates"":[35.80794587781863,-0.3328217063917616]}"
303,4.69863224029541,Nakuru,2703.0,21.291303634643555,0.2099766880273819,792.1693115234375,-0.4579406115519283,35.71612922585548,0.3552404046058655,1076.4185791015625,4.0,2024,4.69863224029541,"{""type"":""Point"",""coordinates"":[35.71612922585548,-0.4579406115519283]}"
308,5.049445152282715,Nakuru,2763.0,20.03913116455078,0.2968485951423645,694.8674926757812,-0.3675972394421179,35.69245406627768,0.40973013639450073,1036.11962890625,4.0,2024,5.049445152282715,"{""type"":""Point"",""coordinates"":[35.69245406627768,-0.3675972394421179]}"
310,4.418402671813965,Nakuru,2031.0,21.547826766967773,0.3167784512042999,1078.94775390625,-0.5842951922106966,36.13310462736185,0.5012528896331787,768.9725952148438,4.0,2024,4.418402671813965,"{""type"":""Point"",""coordinates"":[36.13310462736185,-0.5842951922106966]}"
320,3.608656883239746,Nakuru,1976.0,23.299999237060547,0.44419437646865845,1132.2017822265625,-0.8221494699469657,36.22650836048854,0.6288905143737793,886.7838134765625,4.0,2024,3.608656883239746,"{""type"":""Point"",""coordinates"":[36.22650836048854,-0.8221494699469657]}"
336,2.351426839828491,Nakuru,2530.0,22.68695640563965,0.4145197570323944,945.5843505859375,-0.8215999395616886,36.549531811654866,0.5914861559867859,1194.972900390625,4.0,2024,2.351426839828491,"{""type"":""Point"",""coordinates"":[36.549531811654866,-0.8215999395616886]}"
347,4.0581560134887695,Nakuru,2397.0,21.72608757019043,0.33009523153305054,1301.215087890625,-0.44445527642066057,35.952895503848744,0.562753438949585,965.82958984375,4.0,2024,4.0581560134887695,"{""type"":""Point"",""coordinates"":[35.952895503848744,-0.44445527642066057]}"
350,4.4789533615112305,Nakuru,1866.0,22.630434036254883,0.2955329120159149,1521.494384765625,-0.5320052772817182,36.1569275996943,0.4188096523284912,658.0870361328125,4.0,2024,4.4789533615112305,"{""type"":""Point"",""coordinates"":[36.1569275996943,-0.5320052772817182]}"
354,6.8428473472595215,Nakuru,2133.0,23.330434799194336,0.4649606943130493,1194.8536376953125,-0.2913100697300198,35.930698871032156,0.7901756167411804,952.6629638671875,4.0,2024,6.8428473472595215,"{""type"":""Point"",""coordinates"":[35.930698871032156,-0.2913100697300198]}"
355,4.939694404602051,Nakuru,2129.0,21.76956558227539,0.3188284933567047,1301.215087890625,-0.4071786812089325,35.99186020475905,0.5367433428764343,965.82958984375,4.0,2024,4.939694404602051,"{""type"":""Point"",""coordinates"":[35.99186020475905,-0.4071786812089325]}"
367,5.2382707595825195,Nakuru,1698.0,17.582609176635742,0.3076609671115875,1523.544189453125,-0.06688326464002355,36.103417672497244,0.5207177996635437,875.034912109375,1.0,2024,5.2382707595825195,"{""type"":""Point"",""coordinates"":[36.103417672497244,-0.06688326464002355]}"
368,3.544365882873535,Nakuru,2626.0,22.734783172607422,0.35325726866722107,792.1693115234375,-0.5233469810782332,35.74345666244834,0.4977712631225586,1020.6693115234375,4.0,2024,3.544365882873535,"{""type"":""Point"",""coordinates"":[35.74345666244834,-0.5233469810782332]}"
369,4.395277500152588,Nakuru,1879.0,21.22608757019043,0.311975359916687,1385.095458984375,-0.959285296228558,36.518904683869266,0.515125572681427,824.224853515625,6.0,2024,4.395277500152588,"{""type"":""Point"",""coordinates"":[36.518904683869266,-0.959285296228558]}"
371,5.19509744644165,Nakuru,2607.0,22.634782791137695,0.29959630966186523,924.5313110351562,-0.31590410515778977,35.75140715481559,0.4861803948879242,1103.1356201171875,4.0,2024,5.19509744644165,"{""type"":""Point"",""coordinates"":[35.75140715481559,-0.31590410515778977]}"
373,4.129417419433594,Nakuru,2500.0,22.160869598388672,0.24258112907409668,922.11181640625,-0.41526549887582276,35.91770184758475,0.4587973654270172,1089.995361328125,4.0,2024,4.129417419433594,"{""type"":""Point"",""coordinates"":[35.91770184758475,-0.41526549887582276]}"
374,5.193080425262451,Nakuru,2240.0,21.708696365356445,0.356193482875824,1380.60546875,-0.6104617587752418,36.19071657936541,0.5437897443771362,972.7747802734375,4.0,2024,5.193080425262451,"{""type"":""Point"",""coordinates"":[36.19071657936541,-0.6104617587752418]}"
375,5.1936492919921875,Nakuru,2692.0,22.473913192749023,0.2428470402956009,758.80322265625,-0.2599132272710399,35.65301166936939,0.3965665102005005,1020.0197143554688,4.0,2024,5.1936492919921875,"{""type"":""Point"",""coordinates"":[35.65301166936939,-0.2599132272710399]}"
376,5.138097763061523,Nakuru,1517.0,15.59565258026123,0.5188115835189819,1772.97216796875,0.04768030869056791,36.13970801959848,0.69123774766922,795.9901733398438,4.0,2024,5.138097763061523,"{""type"":""Point"",""coordinates"":[36.13970801959848,0.04768030869056791]}"
378,5.097952842712402,Nakuru,1719.0,19.978260040283203,0.3923317492008209,1620.4278564453125,0.13179983769054987,36.23710355325683,0.5503852963447571,763.6254272460938,1.0,2024,5.097952842712402,"{""type"":""Point"",""coordinates"":[36.23710355325683,0.13179983769054987]}"
381,6.869124412536621,Nakuru,2137.0,22.07826042175293,0.4590568244457245,1194.8536376953125,-0.2979558827158266,35.93953462735862,0.7258880138397217,952.6629638671875,4.0,2024,6.869124412536621,"{""type"":""Point"",""coordinates"":[35.93953462735862,-0.2979558827158266]}"
388,3.918391704559326,Nakuru,1931.0,24.204347610473633,0.42075639963150024,1132.2017822265625,-0.7529364208254022,36.219623378962524,0.5949761271476746,760.7749633789062,1.0,2024,3.918391704559326,"{""type"":""Point"",""coordinates"":[36.219623378962524,-0.7529364208254022]}"
394,2.2940359115600586,Nakuru,2523.0,22.060869216918945,0.43432796001434326,931.31884765625,-0.6995006357980293,36.53251479859007,0.5809942483901978,1155.636474609375,4.0,2024,2.2940359115600586,"{""type"":""Point"",""coordinates"":[36.53251479859007,-0.6995006357980293]}"
419,5.837228298187256,Nakuru,1945.0,20.747825622558594,0.3538559079170227,1328.98974609375,-0.5524736923359174,36.29823284240344,0.516781747341156,641.4832763671875,4.0,2024,5.837228298187256,"{""type"":""Point"",""coordinates"":[36.29823284240344,-0.5524736923359174]}"
427,6.195183753967285,Nakuru,2692.0,20.439130783081055,0.21265429258346558,976.3455810546875,-0.13481437812398897,35.698577273691875,0.2920193672180176,1111.6175537109375,4.0,2024,6.195183753967285,"{""type"":""Point"",""coordinates"":[35.698577273691875,-0.13481437812398897]}"
429,6.661653995513916,Nakuru,2162.0,22.200000762939453,0.3241749107837677,1194.8536376953125,-0.28452257136521686,35.88968479759454,0.5210880041122437,920.227783203125,4.0,2024,6.661653995513916,"{""type"":""Point"",""coordinates"":[35.88968479759454,-0.28452257136521686]}"
433,2.636579990386963,Nakuru,2661.0,23.860870361328125,0.47032660245895386,898.3021850585938,-0.8540126924834431,36.5514448529945,0.6349971294403076,1510.875244140625,4.0,2024,2.636579990386963,"{""type"":""Point"",""coordinates"":[36.5514448529945,-0.8540126924834431]}"
435,4.028194427490234,Nakuru,2242.0,26.18260955810547,0.3373356759548187,1130.5069580078125,-0.7228136172952488,36.15850102560616,0.5386406779289246,925.4761352539062,4.0,2024,4.028194427490234,"{""type"":""Point"",""coordinates"":[36.15850102560616,-0.7228136172952488]}"
436,3.915060520172119,Nakuru,2412.0,22.052173614501953,0.3611540198326111,1090.254150390625,-0.5401353305454272,36.00583183535053,0.581498384475708,871.1588745117188,4.0,2024,3.915060520172119,"{""type"":""Point"",""coordinates"":[36.00583183535053,-0.5401353305454272]}"
441,3.9782485961914062,Nakuru,1933.0,22.417390823364258,0.4576529562473297,1130.5069580078125,-0.737455447163337,36.23713671998532,0.6398412585258484,665.40869140625,4.0,2024,3.9782485961914062,"{""type"":""Point"",""coordinates"":[36.23713671998532,-0.737455447163337]}"
443,5.187084674835205,Nakuru,2399.0,22.556522369384766,0.3646642863750458,922.11181640625,-0.35456334145460683,35.878836752460316,0.5858342051506042,1100.89599609375,4.0,2024,5.187084674835205,"{""type"":""Point"",""coordinates"":[35.878836752460316,-0.35456334145460683]}"
453,3.011505603790283,Nakuru,2557.0,23.104347229003906,0.3542172610759735,801.3780517578125,-0.5765170131285122,36.03294322256852,0.5508798956871033,956.3734130859375,4.0,2024,3.011505603790283,"{""type"":""Point"",""coordinates"":[36.03294322256852,-0.5765170131285122]}"
457,4.879142761230469,Nakuru,1899.0,23.33478355407715,0.36009857058525085,1380.60546875,-0.5530712025485612,36.18854805559729,0.5063344836235046,720.8082275390625,1.0,2024,4.879142761230469,"{""type"":""Point"",""coordinates"":[36.18854805559729,-0.5530712025485612]}"
459,3.2721593379974365,Nakuru,2628.0,20.986955642700195,0.2654927670955658,801.3780517578125,-0.5944248167059386,36.003943391936346,0.42867961525917053,956.3734130859375,4.0,2024,3.2721593379974365,"{""type"":""Point"",""coordinates"":[36.003943391936346,-0.5944248167059386]}"
464,7.53380012512207,Nakuru,1920.0,19.204347610473633,0.30475616455078125,1270.390380859375,-0.13151521477206377,35.82001208465243,0.457790732383728,910.8822631835938,4.0,2024,7.53380012512207,"{""type"":""Point"",""coordinates"":[35.82001208465243,-0.13151521477206377]}"
465,6.586746692657471,Nakuru,2635.0,19.88260841369629,0.3152305483818054,923.3309936523438,-0.15793377105620826,35.712955224779456,0.47341203689575195,1134.2620849609375,4.0,2024,6.586746692657471,"{""type"":""Point"",""coordinates"":[35.712955224779456,-0.15793377105620826]}"
484,2.9860363006591797,Nakuru,1629.0,20.38260841369629,0.2764415740966797,1600.392333984375,-1.0609330305789657,36.50845549385207,0.359428733587265,895.8312377929688,4.0,2024,2.9860363006591797,"{""type"":""Point"",""coordinates"":[36.50845549385207,-1.0609330305789657]}"
485,4.46754264831543,Nakuru,2174.0,21.77391242980957,0.3784768581390381,945.5843505859375,-0.8171745802512481,36.48623451760025,0.5582578182220459,946.1964111328125,4.0,2024,4.46754264831543,"{""type"":""Point"",""coordinates"":[36.48623451760025,-0.8171745802512481]}"
490,6.748921871185303,Nakuru,1859.0,19.947826385498047,0.30035400390625,1427.7750244140625,-0.1700502944794713,35.93347922677618,0.4961545169353485,885.2904052734375,1.0,2024,6.748921871185303,"{""type"":""Point"",""coordinates"":[35.93347922677618,-0.1700502944794713]}"
493,3.6065444946289062,Nakuru,2267.0,21.860870361328125,0.30992311239242554,931.31884765625,-0.7385921830388382,36.50485635423957,0.4757809638977051,1146.4976806640625,1.0,2024,3.6065444946289062,"{""type"":""Point"",""coordinates"":[36.50485635423957,-0.7385921830388382]}"
494,4.688364505767822,Nakuru,1874.0,22.0,0.31102246046066284,1118.90576171875,-0.9565011421459282,36.57355811056904,0.497968852519989,1223.5460205078125,4.0,2024,4.688364505767822,"{""type"":""Point"",""coordinates"":[36.57355811056904,-0.9565011421459282]}"
495,7.4059624671936035,Nakuru,2321.0,24.895652770996094,0.3761642873287201,1129.3472900390625,-0.23624637943498503,35.77351768413466,0.6121300458908081,1037.336181640625,4.0,2024,7.4059624671936035,"{""type"":""Point"",""coordinates"":[35.77351768413466,-0.23624637943498503]}"
513,6.555616855621338,Nakuru,1629.0,18.217391967773438,0.3373160660266876,1611.68310546875,-0.05998195163209303,35.941087057614304,0.5346126556396484,805.4788818359375,1.0,2024,6.555616855621338,"{""type"":""Point"",""coordinates"":[35.941087057614304,-0.05998195163209303]}"
519,5.790096282958984,Nakuru,2661.0,20.69565200805664,0.22381751239299774,758.80322265625,-0.26275910235648925,35.68996834825601,0.39703094959259033,1020.0197143554688,4.0,2024,5.790096282958984,"{""type"":""Point"",""coordinates"":[35.68996834825601,-0.26275910235648925]}"
530,5.160624980926514,Nakuru,1933.0,22.73043441772461,0.2930222451686859,1330.85302734375,-0.8479898676786802,36.37602583469124,0.4949081242084503,1203.3858642578125,4.0,2024,5.160624980926514,"{""type"":""Point"",""coordinates"":[36.37602583469124,-0.8479898676786802]}"
539,3.5982978343963623,Nakuru,2533.0,23.2391300201416,0.32524049282073975,801.3780517578125,-0.5736345152257836,36.00278596483663,0.49733680486679077,956.3734130859375,4.0,2024,3.5982978343963623,"{""type"":""Point"",""coordinates"":[36.00278596483663,-0.5736345152257836]}"
544,6.930713176727295,Nakuru,2527.0,22.839130401611328,0.4246201813220978,831.6529541015625,-0.43303187447074853,35.61460994864107,0.5421996712684631,923.7847290039062,4.0,2024,6.930713176727295,"{""type"":""Point"",""coordinates"":[35.61460994864107,-0.43303187447074853]}"
545,4.262131690979004,Nakuru,1993.0,22.72608757019043,0.3013272285461426,1130.5069580078125,-0.7246475007964188,36.21119547337389,0.4620422124862671,665.40869140625,4.0,2024,4.262131690979004,"{""type"":""Point"",""coordinates"":[36.21119547337389,-0.7246475007964188]}"
546,3.883599042892456,Nakuru,2240.0,23.247825622558594,0.43005430698394775,931.31884765625,-0.7203424289945413,36.49580050662997,0.5681653022766113,1042.134521484375,4.0,2024,3.883599042892456,"{""type"":""Point"",""coordinates"":[36.49580050662997,-0.7203424289945413]}"
547,5.590753555297852,Nakuru,1864.0,22.756521224975586,0.368686318397522,1308.805908203125,-0.5232019897298072,36.26336173207793,0.5400134325027466,534.5155639648438,1.0,2024,5.590753555297852,"{""type"":""Point"",""coordinates"":[36.26336173207793,-0.5232019897298072]}"
559,5.717570781707764,Nakuru,2003.0,20.943477630615234,0.35135284066200256,1301.215087890625,-0.3600881632448672,36.010711207522746,0.5808210372924805,798.239501953125,1.0,2024,5.717570781707764,"{""type"":""Point"",""coordinates"":[36.010711207522746,-0.3600881632448672]}"
